Date,Ticker,Open,High,Low,Close,Volume
2022-09-01,AAPL,154.58325022090398,156.3398768664933,152.6391159459931,155.88592529296875,74229900
2022-09-01,ABBV,122.43599722707448,126.02795962750744,121.94494986534464,125.90065002441406,4521000
2022-09-01,AMZN,126.0,128.02000427246094,123.66000366210938,127.81999969482422,56636100
2022-09-01,AVGO,46.63133467336024,46.80401797084042,45.62274622245832,46.68257141113281,31930000
2022-09-01,BABA,89.57299857434288,91.28236684157714,88.52999046142267,90.50011444091795,11929100
2022-09-01,BAC,31.1510314499838,31.29118448624096,30.515677196966944,31.272497177124023,32848900
2022-09-01,BRK-B,279.95001220703125,282.67999267578125,277.3099975585937,282.42999267578125,3765000
2022-09-01,COST,499.9605409063578,509.4457144666434,497.3728693980729,509.05126953125,2280600
2022-09-01,GOOGL,107.76478986420562,109.92446292773002,106.84916915429108,109.21784210205078,28360900
2022-09-01,HD,270.51988956829206,275.3787351864368,268.94405238817404,275.1817626953125,3742500
2022-09-01,JNJ,149.751112670263,153.46961609941636,149.74183052592636,153.3212432861328,7509600
2022-09-01,JPM,105.94508585652588,107.1982063960085,104.65455777537464,107.08599090576172,9979800
2022-09-01,LLY,294.79554249676096,303.0321923039745,294.3058489045736,302.7579650878906,2939200
2022-09-01,MA,319.0096287773056,320.7829323873485,314.47781613865993,320.42828369140625,2493200
2022-09-01,META,162.81267101337778,166.57493834921172,159.5978267422207,164.58432006835938,30145700
2022-09-01,MSFT,253.46624866420672,255.4441015728939,250.07848232948007,254.9643096923828,23263400
2022-09-01,NFLX,220.72000122070312,230.3699951171875,219.47000122070312,230.0399932861328,7292900
2022-09-01,NVDA,14.189518900332128,14.360284936978742,13.251807105060896,13.917892456054688,1178865000
2022-09-01,NVO,51.28976887487916,51.499732851234505,50.410849037730834,51.04074096679688,3738000
2022-09-01,ORCL,71.58395334544261,72.79118403035957,71.0141366306191,72.72357940673828,8139800
2022-09-01,PG,129.43901815272045,131.25151437035294,128.43415204502887,131.13882446289062,7446500
2022-09-01,SAP,82.1173357322028,82.2727725549824,80.05784971182261,81.58303833007812,1300300
2022-09-01,SPY,378.80398791872585,382.5545070125456,376.0561612055159,382.2074279785156,78740100
2022-09-01,TMUS,140.32036568472063,141.60142589400974,139.1664236779537,140.74085998535156,4492900
2022-09-01,TSLA,272.5799865722656,277.5799865722656,266.1499938964844,277.1600036621094,54287000
2022-09-01,TSM,77.89721901543678,78.26064841620385,76.62523800257293,78.07893371582031,11566000
2022-09-01,UNH,498.4911011863457,503.2232703214213,494.4212470831748,502.97369384765625,2085300
2022-09-01,V,194.89451407793013,196.5715871036329,192.8741727901,196.27737426757807,5608300
2022-09-01,WMT,42.83934454640798,43.67971021914451,42.794091725476434,43.46638870239258,21741900
2022-09-01,XOM,86.80942060793913,87.40702976860508,84.85110848072571,86.30375671386719,16423000
2022-09-02,AAPL,157.6524446919078,158.25443584987636,152.9352084278672,153.76417541503906,76957800
2022-09-02,ABBV,126.09163794755698,126.76455427709143,123.49996098043007,123.92736053466795,3601600
2022-09-02,AMZN,129.5,131.3800048828125,126.38999938964844,127.51000213623048,57429800
2022-09-02,AVGO,49.14853022261796,49.32026520528522,47.27937040652503,47.46154022216797,40426000
2022-09-02,BABA,88.62656950615536,90.4595592378474,87.66082282697805,88.65554809570312,12378900
2022-09-02,BAC,31.702286974185032,32.2161753765443,31.08562017850613,31.23511505126953,44000800
2022-09-02,BRK-B,284.8399963378906,285.4200134277344,276.3699951171875,277.6700134277344,3793600
2022-09-02,COST,512.4471852734405,514.5058382824619,496.43018142474455,499.3738403320313,1901700
2022-09-02,GOOGL,110.0637828114956,110.2130705944094,106.74963351488796,107.33682250976562,24160700
2022-09-02,HD,277.75189989592235,278.3991238954976,272.133274215399,273.80291748046875,2753600
2022-09-02,JNJ,153.8034313443504,154.1187129265261,150.23328696211024,150.9102325439453,5803700
2022-09-02,JPM,108.35780910985169,109.83536763267836,105.85156111987185,106.3378448486328,10666600
2022-09-02,LLY,303.717731261891,303.82547938918947,293.5810982862929,295.11871337890625,2525400
